Line Style,"Variable=Deck, Line Style=1, Line Color=1, Line Width=0, Sym Type=0, Sym Color=0, Sym Size=0, Polygon=-1, FillMode=1, FillColor=12632256, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Lateral Structure, Line Style=1, Line Color=1, Line Width=0, Sym Type=0, Sym Color=0, Sym Size=0, Polygon=-1, FillMode=1, FillColor=12632256, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Culvert, Line Style=1, Line Color=1, Line Width=0, Sym Type=0, Sym Color=0, Sym Size=0, Polygon=-1, FillMode=1, FillColor=16777215, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Gate (Open Air), Line Style=1, Line Color=1, Line Width=2, Sym Type=0, Sym Color=0, Sym Size=0, Polygon=0, FillMode=0, FillColor=0, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=XS Lid, Line Style=1, Line Color=1, Line Width=0, Sym Type=0, Sym Color=0, Sym Size=0, Polygon=-1, FillMode=1, FillColor=14803425, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Black SE, Line Style=1, Line Color=1, Line Width=0.5, Sym Type=0, Sym Color=0, Sym Size=0, Polygon=0, FillMode=1, FillColor=0, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Culvert Blockage, Line Style=1, Line Color=1, Line Width=0, Sym Type=0, Sym Color=0, Sym Size=0, Polygon=-1, FillMode=1, FillColor=8421504, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Gate Door, Line Style=1, Line Color=1, Line Width=0, Sym Type=0, Sym Color=0, Sym Size=0, Polygon=-1, FillMode=1, FillColor=8421504, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Ground, Line Style=1, Line Color=1, Line Width=0.5, Sym Type=4, Sym Color=1, Sym Size=3, Polygon=0, FillMode=1, FillColor=0, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Interp Ground, Line Style=1, Line Color=1, Line Width=0.5, Sym Type=4, Sym Color=10, Sym Size=3, Polygon=0, FillMode=1, FillColor=0, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Left Levee, Line Style=1, Line Color=8, Line Width=0.5, Sym Type=4, Sym Color=8, Sym Size=3, Polygon=0, FillMode=0, FillColor=0, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=Right Levee, Line Style=1, Line Color=16, Line Width=0.5, Sym Type=4, Sym Color=16, Sym Size=3, Polygon=0, FillMode=1, FillColor=0, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0",Line Style,"Variable=WS1, Line Style=1, Line Color=7, Line Width=0.5, Sym Type=0, Sym Color=7, Sym Size=3, Polygon=0, FillMode=1, FillColor=0, On Bottom(in legend)=False, Sort (in legend)=-1, Legend Only=0",Line Style,"Variable=Set WS, Line Style=0, Line Color=0, Line Width=0, Sym Type=10, Sym Color=8, Sym Size=6, Polygon=0, FillMode=0, FillColor=0, On Bottom(in legend)=False, Sort (in legend)=0, Legend Only=0"
Label,,Label,Lat Struct,Label,,Label,,Label,,Label,,Label,,Label,,Label,Ground,Label,,Label,Left Levee,Label,Right Levee,Label,WS  CWCB-100yr,Label,Set WS
x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
17721.47999,6291.899902,,,,,,,,,18031.90999,6295.759766,,,,,5953.740026,5881.620117,,,,,,,5506.410027,5879.766602,,
,,,,,,,,,,,,,,,,5958.740026,5881.620117,,,,,,,5516.910027,5880.864746,,
18017.90999,6302.399902,,,,,,,,,22202.88,6459.529785,,,,,5967.460026,5881.990234,,,,,,,5531.910027,5880.864746,,
18017.90999,6302.399902,,,,,,,,,22202.88,6473.25,,,,,6017.060024,5883.609863,,,,,,,5596.470024,5881.626465,,
18031.90999,6302.600098,,,,,,,,,22212.38,6473.188965,,,,,6072.920025,5887.529785,,,,,,,5653.850025,5883.38623,,
18031.90999,6302.399902,,,,,,,,,22212.38,6460.540039,,,,,6139.760021,5890.180176,,,,,,,5663.870026,5883.408203,,
,,,,,,,,,,,,,,,,6211.100018,5890.689941,,,,,,,5675.870026,5884.856934,,
19278.2,6342.319824,,,,,,,,,,,,,,,6304.330021,5892.759766,,,,,,,5685.870026,5884.856934,,
19278.2,6350.026367,,,,,,,,,,,,,,,6336.490021,5893.97998,,,,,,,5748.680027,5885.528809,,
19296.2,6352.450195,,,,,,,,,,,,,,,6343.070021,5893.97998,,,,,,,5808.880028,5885.771484,,
19296.2,6344.069824,,,,,,,,,,,,,,,6355.570021,5894.680176,,,,,,,5864.370029,5886.647461,,
,,,,,,,,,,,,,,,,6361.570021,5894.680176,,,,,,,5924.370029,5888.234375,,
22202.88,6472.75,,,,,,,,,,,,,,,6398.150023,5895.850098,,,,,,,5936.25003,5889.087891,,
22202.88,6473.25,,,,,,,,,,,,,,,6517.670019,5899.720215,,,,,,,5941.990029,5889.337891,,
22212.38,6473.188965,,,,,,,,,,,,,,,6582.620016,5900.450195,,,,,,,5953.740029,5891.103516,,
22212.38,6472.23584,,,,,,,,,,,,,,,6640.540014,5902.839844,,,,,,,5958.740029,5891.103516,,
,,,,,,,,,,,,,,,,6884.610022,5910.069824,,,,,,,5967.46003,5891.081055,,
,,,,,,,,,,,,,,,,7077.330023,5919.149902,,,,,,,6017.060028,5892.091309,,
,,,,,,,,,,,,,,,,7162.220022,5922.319824,,,,,,,6072.920029,5894.039551,,
,,,,,,,,,,,,,,,,7312.710028,5926.589844,,,,,,,6139.760025,5896.272949,,
,,,,,,,,,,,,,,,,7467.65003,5932.189941,,,,,,,6211.100021,5899.106445,,
,,,,,,,,,,,,,,,,7690.740026,5938.339844,,,,,,,6304.330025,5901.325195,,
,,,,,,,,,,,,,,,,7798.15003,5941.390137,,,,,,,6336.490025,5903.393555,,
,,,,,,,,,,,,,,,,7897.850027,5948.089844,,,,,,,6343.070024,5903.393555,,
,,,,,,,,,,,,,,,,8000.940023,5952.490234,,,,,,,6355.570024,5905.436035,,
,,,,,,,,,,,,,,,,8146.310019,5955.629883,,,,,,,6361.570024,5905.436035,,
,,,,,,,,,,,,,,,,8303.560019,5961.709961,,,,,,,6398.150026,5905.601563,,
,,,,,,,,,,,,,,,,8502.800024,5969,,,,,,,6517.670023,5910.029785,,
,,,,,,,,,,,,,,,,8691.39002,5978.209961,,,,,,,6582.62002,5911.000488,,
,,,,,,,,,,,,,,,,8871.020025,5982.689941,,,,,,,6640.540018,5913.171875,,
,,,,,,,,,,,,,,,,9040.04003,5986.549805,,,,,,,6884.610025,5917.452637,,
,,,,,,,,,,,,,,,,9174.720022,5991.370117,,,,,,,7077.330027,5926.365723,,
,,,,,,,,,,,,,,,,9315.610022,5995.180176,,,,,,,7162.220026,5931.755859,,
,,,,,,,,,,,,,,,,9485.760015,5997.100098,,,,,,,7312.710032,5934.697754,,
,,,,,,,,,,,,,,,,9530.890017,5997.459961,,,,,,,7467.650034,5942.04834,,
,,,,,,,,,,,,,,,,9536.590017,5997.459961,,,,,,,7690.74003,5948.373047,,
,,,,,,,,,,,,,,,,9546.090017,5997.910156,,,,,,,7798.150034,5952.439453,,
,,,,,,,,,,,,,,,,9554.090017,5997.910156,,,,,,,7897.850031,5956.535156,,
,,,,,,,,,,,,,,,,9711.580023,6003.5,,,,,,,8000.940027,5958.509277,,
,,,,,,,,,,,,,,,,9897.210028,6006.540039,,,,,,,8146.310022,5965.317383,,
,,,,,,,,,,,,,,,,10035.82003,6008.970215,,,,,,,8303.560022,5971.151367,,
,,,,,,,,,,,,,,,,10220.42003,6012.589844,,,,,,,8502.800028,5979.806152,,
,,,,,,,,,,,,,,,,10472.63004,6020.279785,,,,,,,8691.390024,5985.239258,,
,,,,,,,,,,,,,,,,10704.18004,6025.120117,,,,,,,8871.020029,5990.318359,,
,,,,,,,,,,,,,,,,10883.72004,6029.310059,,,,,,,9040.040033,5994.70752,,
,,,,,,,,,,,,,,,,11031.01003,6034.330078,,,,,,,9174.720026,5998.515137,,
,,,,,,,,,,,,,,,,11238.16002,6039.129883,,,,,,,9315.610025,6002.197266,,
,,,,,,,,,,,,,,,,11462.81002,6051.149902,,,,,,,9485.760019,6005.205078,,
,,,,,,,,,,,,,,,,11662.40001,6056.649902,,,,,,,9530.89002,6005.97168,,
,,,,,,,,,,,,,,,,11825.27001,6064.189941,,,,,,,9536.590021,6006.637695,,
,,,,,,,,,,,,,,,,11976.30001,6066.419922,,,,,,,9546.090021,6006.974609,,
,,,,,,,,,,,,,,,,12125.31,6070.370117,,,,,,,9554.090021,6006.974609,,
,,,,,,,,,,,,,,,,12254.2,6073.890137,,,,,,,9711.580027,6008.861816,,
,,,,,,,,,,,,,,,,12382.98,6077.779785,,,,,,,9897.210032,6013.586914,,
,,,,,,,,,,,,,,,,12536.9,6082.350098,,,,,,,10035.82003,6019.217773,,
,,,,,,,,,,,,,,,,12754.24,6092.350098,,,,,,,10220.42004,6022.607422,,
,,,,,,,,,,,,,,,,12926.15,6097.620117,,,,,,,10472.63004,6027.709961,,
,,,,,,,,,,,,,,,,13095.18,6102.77002,,,,,,,10704.18005,6032.792969,,
,,,,,,,,,,,,,,,,13243.40999,6109.419922,,,,,,,10883.72004,6037.916992,,
,,,,,,,,,,,,,,,,13378.13,6112.370117,,,,,,,11031.01003,6041.082031,,
,,,,,,,,,,,,,,,,13527.65,6119.370117,,,,,,,11238.16003,6049.322266,,
,,,,,,,,,,,,,,,,13595.62,6123.459961,,,,,,,11462.81002,6055.328613,,
,,,,,,,,,,,,,,,,13684.48,6125.709961,,,,,,,11662.40002,6064.169434,,
,,,,,,,,,,,,,,,,13837.48,6131.540039,,,,,,,11825.27001,6070.834961,,
,,,,,,,,,,,,,,,,14003.22001,6140.560059,,,,,,,11976.30001,6075.378906,,
,,,,,,,,,,,,,,,,14114.87001,6145.169922,,,,,,,12125.31001,6080.169434,,
,,,,,,,,,,,,,,,,14215.48001,6147.640137,,,,,,,12254.20001,6082.882813,,
,,,,,,,,,,,,,,,,14295.55001,6153.509766,,,,,,,12382.98001,6086.227539,,
,,,,,,,,,,,,,,,,14363.69001,6158.830078,,,,,,,12536.9,6091.59668,,
,,,,,,,,,,,,,,,,14486.96,6167.810059,,,,,,,12754.24,6098.556641,,
,,,,,,,,,,,,,,,,14636.24,6175.029785,,,,,,,12926.15,6107.003906,,
,,,,,,,,,,,,,,,,14787.16,6189.560059,,,,,,,13095.18,6110.780273,,
,,,,,,,,,,,,,,,,14901.85,6196.509766,,,,,,,13243.41,6115.476563,,
,,,,,,,,,,,,,,,,15042.86,6203.419922,,,,,,,13378.13,6120.06543,,
,,,,,,,,,,,,,,,,15251.85,6209.470215,,,,,,,13527.65,6126.010742,,
,,,,,,,,,,,,,,,,15424.79001,6213.850098,,,,,,,13595.62,6129.364746,,
,,,,,,,,,,,,,,,,15595.49,6218.459961,,,,,,,13684.48001,6133.273438,,
,,,,,,,,,,,,,,,,15696.22001,6221.149902,,,,,,,13837.48001,6138.6875,,
,,,,,,,,,,,,,,,,15823.44001,6225.049805,,,,,,,14003.22001,6145.729492,,
,,,,,,,,,,,,,,,,15964.43001,6230.439941,,,,,,,14114.87001,6151.510742,,
,,,,,,,,,,,,,,,,16140.97001,6237.720215,,,,,,,14215.48001,6158.347656,,
,,,,,,,,,,,,,,,,16259.21,6240.890137,,,,,,,14295.55001,6161.083496,,
,,,,,,,,,,,,,,,,16408,6244.839844,,,,,,,14363.69001,6166.626465,,
,,,,,,,,,,,,,,,,16567.97,6250.589844,,,,,,,14486.96001,6174.416016,,
,,,,,,,,,,,,,,,,16731,6253.700195,,,,,,,14636.24001,6182.999023,,
,,,,,,,,,,,,,,,,16804.44,6256.870117,,,,,,,14787.16001,6197.490723,,
,,,,,,,,,,,,,,,,16898.26,6261.089844,,,,,,,14901.85001,6205.016602,,
,,,,,,,,,,,,,,,,17184.6,6270.089844,,,,,,,15042.86,6210.995117,,
,,,,,,,,,,,,,,,,17345.85999,6274.540039,,,,,,,15251.85001,6216.283691,,
,,,,,,,,,,,,,,,,17557.32,6280.330078,,,,,,,15424.79001,6220.838867,,
,,,,,,,,,,,,,,,,17694.21999,6285.140137,,,,,,,15595.49001,6225.251953,,
,,,,,,,,,,,,,,,,17706.97999,6285.140137,,,,,,,15696.22001,6228.170898,,
,,,,,,,,,,,,,,,,17721.47999,6286.290039,,,,,,,15823.44001,6232.529297,,
,,,,,,,,,,,,,,,,17733.47999,6286.290039,,,,,,,15964.43002,6237.171387,,
,,,,,,,,,,,,,,,,17882.48998,6290.97998,,,,,,,16140.97001,6242.286133,,
,,,,,,,,,,,,,,,,18008.02999,6295,,,,,,,16259.21001,6245.958984,,
,,,,,,,,,,,,,,,,18017.90999,6295,,,,,,,16408,6250.290039,,
,,,,,,,,,,,,,,,,18031.90999,6295.759766,,,,,,,16567.97,6256.774414,,
,,,,,,,,,,,,,,,,18042.90999,6295.759766,,,,,,,16731,6261.013672,,
,,,,,,,,,,,,,,,,18251.28999,6302.879883,,,,,,,16804.44,6265.144531,,
,,,,,,,,,,,,,,,,18444.11999,6308.660156,,,,,,,16898.26,6268.790527,,
,,,,,,,,,,,,,,,,18632.54999,6316.529785,,,,,,,17184.6,6276.995117,,
,,,,,,,,,,,,,,,,18778.61999,6324.040039,,,,,,,17345.85999,6281.46582,,
,,,,,,,,,,,,,,,,18983.47,6332.620117,,,,,,,17557.32,6289.047852,,
,,,,,,,,,,,,,,,,19170.47,6343.27002,,,,,,,17694.22,6292.824219,,
,,,,,,,,,,,,,,,,19224.61,6342.319824,,,,,,,17706.98,6294.302734,,
,,,,,,,,,,,,,,,,19278.2,6342.319824,,,,,,,17721.48,6295.254395,,
,,,,,,,,,,,,,,,,19296.2,6344.069824,,,,,,,17733.48,6295.809082,,
,,,,,,,,,,,,,,,,19301.2,6344.069824,,,,,,,17882.48999,6298.879883,,
,,,,,,,,,,,,,,,,19358.29999,6344.930176,,,,,,,18008.02999,6304.151367,,
,,,,,,,,,,,,,,,,19501.85999,6348.629883,,,,,,,18017.90999,6304.687988,,
,,,,,,,,,,,,,,,,19700.03998,6357.279785,,,,,,,18031.90999,6305.638672,,
,,,,,,,,,,,,,,,,19832.48998,6360.22998,,,,,,,18042.90999,6306.397461,,
,,,,,,,,,,,,,,,,20012.55999,6365.609863,,,,,,,18251.29,6310.637695,,
,,,,,,,,,,,,,,,,20204.33999,6370.649902,,,,,,,18444.12,6317.353516,,
,,,,,,,,,,,,,,,,20374.60999,6373.509766,,,,,,,18632.54999,6324.65918,,
,,,,,,,,,,,,,,,,20550.46999,6378.759766,,,,,,,18778.62,6330.507813,,
,,,,,,,,,,,,,,,,20733.32999,6390.240234,,,,,,,18983.47001,6339.802734,,
,,,,,,,,,,,,,,,,20980.75998,6402.859863,,,,,,,19170.47001,6347.03125,,
,,,,,,,,,,,,,,,,21161.24999,6415.890137,,,,,,,19224.61,6348.897949,,
,,,,,,,,,,,,,,,,21331.1,6424.25,,,,,,,19267.2,6352.359375,,
,,,,,,,,,,,,,,,,21444.21,6429.689941,,,,,,,19299.2,6355.390625,,
,,,,,,,,,,,,,,,,21507.23,6432.180176,,,,,,,19301.2,6355.390625,,
,,,,,,,,,,,,,,,,21586.03,6434.859863,,,,,,,19358.3,6355.73291,,
,,,,,,,,,,,,,,,,21691.73,6437.689941,,,,,,,19501.86,6356.046875,,
,,,,,,,,,,,,,,,,21839.03,6441.859863,,,,,,,19700.03999,6361.597168,,
,,,,,,,,,,,,,,,,22015.17999,6450.490234,,,,,,,19832.48999,6366.046875,,
,,,,,,,,,,,,,,,,22124.06999,6455.140137,,,,,,,20012.55999,6372.037598,,
,,,,,,,,,,,,,,,,22192.69,6459.529785,,,,,,,20204.33999,6377.297852,,
,,,,,,,,,,,,,,,,22202.88,6459.529785,,,,,,,20374.61,6381.075195,,
,,,,,,,,,,,,,,,,22212.38,6460.540039,,,,,,,20550.47,6388.018555,,
,,,,,,,,,,,,,,,,22217.38,6460.540039,,,,,,,20733.33,6396.740234,,
,,,,,,,,,,,,,,,,22268.63,6462.470215,,,,,,,20980.75999,6410.210449,,
,,,,,,,,,,,,,,,,22414.09,6467.930176,,,,,,,21161.25,6422.67334,,
,,,,,,,,,,,,,,,,22451.2,6470.399902,,,,,,,21331.1,6434.015137,,
,,,,,,,,,,,,,,,,22564.88,6476.859863,,,,,,,21444.21,6437.740723,,
,,,,,,,,,,,,,,,,22775.69,6481.540039,,,,,,,21507.23,6439.876465,,
,,,,,,,,,,,,,,,,22952.25,6489.870117,,,,,,,21586.03001,6442.970215,,
,,,,,,,,,,,,,,,,23113.82001,6495.060059,,,,,,,21691.73,6447.15918,,
,,,,,,,,,,,,,,,,23216.36001,6499.899902,,,,,,,21839.03001,6450.436523,,
,,,,,,,,,,,,,,,,23373.16001,6508.629883,,,,,,,22015.18,6459.401367,,
,,,,,,,,,,,,,,,,23571.41001,6518.640137,,,,,,,22124.07,6463.993164,,
,,,,,,,,,,,,,,,,23770.14001,6527.77002,,,,,,,22192.69,6467.853516,,
,,,,,,,,,,,,,,,,23927.29,6538.009766,,,,,,,22202.88,6473.658203,,
,,,,,,,,,,,,,,,,24063.09,6546.259766,,,,,,,22212.38,6473.658203,,
,,,,,,,,,,,,,,,,24220.23,6554.339844,,,,,,,22217.38,6473.658203,,
,,,,,,,,,,,,,,,,24339.9,6561.629883,,,,,,,22268.63,6474.4375,,
,,,,,,,,,,,,,,,,24472.67001,6570.370117,,,,,,,22414.09001,6477.495605,,
,,,,,,,,,,,,,,,,24729.46001,6581.990234,,,,,,,22451.20001,6478.797852,,
,,,,,,,,,,,,,,,,24894.31002,6587.959961,,,,,,,22564.88001,6482.568359,,
,,,,,,,,,,,,,,,,,,,,,,,,22775.69001,6491.132813,,
,,,,,,,,,,,,,,,,,,,,,,,,22952.25,6497.674316,,
,,,,,,,,,,,,,,,,,,,,,,,,23113.82001,6502.916992,,
,,,,,,,,,,,,,,,,,,,,,,,,23216.36001,6507.821289,,
,,,,,,,,,,,,,,,,,,,,,,,,23373.16002,6517.587891,,
,,,,,,,,,,,,,,,,,,,,,,,,23571.41002,6526.567383,,
,,,,,,,,,,,,,,,,,,,,,,,,23770.14001,6535.942383,,
,,,,,,,,,,,,,,,,,,,,,,,,23927.29001,6546.829102,,
,,,,,,,,,,,,,,,,,,,,,,,,24063.09001,6553.13916,,
,,,,,,,,,,,,,,,,,,,,,,,,24220.23001,6559.794922,,
,,,,,,,,,,,,,,,,,,,,,,,,24339.90001,6567.893555,,
,,,,,,,,,,,,,,,,,,,,,,,,24472.67001,6578.157227,,
,,,,,,,,,,,,,,,,,,,,,,,,24729.46002,6588.791992,,
,,,,,,,,,,,,,,,,,,,,,,,,24894.31003,6598.532715,,
