,,,,,,,,,Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,n,0.061,0.057,0.043,0.042,0.050,0.032,0.050,0.054,0.050,0.057,0.053,0.051,0.052,0.054,0.048,0.035,0.039,0.078,0.050,0.060,0.045,0.049,0.055,0.038,0.042,0.050,0.043,0.022,0.043,0.057,0.054,0.034,0.065,0.062,0.049,0.053,0.060,0.040,0.012,0.034,0.054,0.054,0.070,0.042,0.068,0.026,0.055,0.052,0.047,0.063,0.043,0.062,0.043,0.041,0.038,0.059,0.059,0.068,0.059,0.037,0.064,0.052,0.058,0.051,0.040,0.060,0.040,0.023,0.070,0.027,0.036,0.042,0.055,0.069,0.017,0.047,0.056,0.028,0.057,0.042,0.035,0.049,0.064,0.037,0.060,0.059,0.034,0.033,0.050,0.069,0.042,0.060,0.061,0.058,0.053,0.060,0.026,0.049,0.081,0.048,0.069,0.043,0.056,0.050,0.047,0.050,0.067,0.042,0.054,0.054,0.061,0.046,0.063,0.073,0.066,0.049,0.044,0.038,0.053,0.059,0.038,0.070,0.054,0.059,0.072,0.060,0.055,0.062,0.045,0.061,0.027,0.052,0.064,0.051,0.044,0.041,0.067,0.036,0.029,0.039,0.052,0.047,0.042,0.047,0.041,0.039,0.050,0.065,0.055,0.053,0.062,0.038,0.058,0.078,0.045,0.062,0.047,0.061,0.046,0.057,0.069,0.045,0.029,0.076,0.041,0.034,0.031,0.086,0.065,0.023,0.059,0.064,0.042,0.048,0.072,0.034,0.040,0.055,0.052,0.057,0.060,0.036,0.036,0.067,0.053,0.033,0.075,0.047,0.037,0.072,0.042,0.045,0.030,0.065,0.057,0.061,0.031,0.047,0.058,0.062,0.033,0.056,0.059,0.043,0.057,0.059,0.032,0.052,0.070,0.048,0.031,0.069,0.057,0.054,0.038,0.046,0.032,0.039,0.090,0.060,0.069,0.056,0.032,0.030,0.050,0.074,0.047,0.033,0.081,0.048,0.057,0.082,0.045,0.038,0.048,0.054,0.031,0.035,0.033,0.041,0.043,0.072,0.045,0.048,0.078,0.046,0.045,0.034,0.050,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.535,,,,Q,350,437,927,1951,2277,2567,3044,3338,3793,3810,3866,3877,3898,4001,4346,4381,4491,4547,4740,4810,4822,4918,5109,5241,5261,5990,5997,6009,6082,6114,6321,6325,6569,7063,7092,7241,7467,7553,7569,9160,1763,2926,3182,3345,3990,4208,4780,5551,6293,8210,188,1812,2366,2440,2581,2653,2777,2939,3183,3209,3373,3647,3709,3903,4287,4421,4466,4623,4759,4765,4842,4843,4978,5086,5218,5219,5332,5345,5406,5412,5418,5610,5624,5860,6235,6261,6300,6351,6400,6411,6573,6614,6625,6722,6938,7380,7498,7735,8693,9311,587,1972,2134,2291,2836,2902,2990,3001,3199,3329,3388,3458,3640,3648,3666,3684,3920,4038,4204,4330,4368,4418,4430,4568,4669,4734,4761,4941,5000,5030,5221,5309,5341,5389,5417,5586,5632,5632,5662,6003,6040,6428,6556,6767,7593,7718,8270,8906,10280,11470,1187,1644,1835,2191,2340,2967,3333,3497,3554,3560,3806,3900,3905,3986,4085,4131,4146,4294,4387,4399,4507,4661,4748,4778,4785,4821,4894,4905,5021,5131,5134,5143,5184,5274,5324,5831,5862,6277,6358,6386,6427,6444,6486,7303,7378,7432,7433,7494,8143,8581,351,861,1817,1883,2180,2255,2857,2858,3258,3301,3322,3428,3905,3924,4097,4142,4174,4177,4452,4480,4608,4736,4807,4840,4954,5013,5114,5212,5345,5784,5793,5829,5936,6127,6167,6179,6333,6631,6639,6772,6946,7016,7125,7212,7255,7259,7627,7660,7906,8201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Q,1107,1530,1543,1611,1644,1717,1793,1851,1924,2097,2106,2228,2257,2289,2340,2398,2412,2433,2544,2570,2749,2990,3011,3034,3062,3119,3121,3122,3161,3166,3224,3382,3421,3478,3556,3627,3676,3694,3722,4117,66,2148,2414,2937,3092,3154,3296,3328,3818,4376,125,389,520,527,556,639,673,1437,1537,1640,1754,1816,1850,1868,1882,1936,2128,2159,2201,2446,2475,2579,2601,2601,2603,2650,2665,2713,2717,2984,2996,3050,3111,3182,3192,3193,3211,3329,3334,3422,3674,3858,3892,3895,4319,4472,4475,4482,4547,4550,384,880,970,1101,1292,1343,1363,1542,1596,1773,1824,1946,2095,2185,2295,2309,2349,2392,2441,2463,2473,2666,2693,2700,2725,2757,2819,2887,2896,2929,2979,3099,3107,3136,3139,3161,3170,3199,3231,3238,3368,3384,3393,3425,3545,3709,3887,3890,4278,4418,681,1027,1230,1261,1372,1498,1586,1647,1672,1824,1947,2000,2177,2206,2247,2260,2321,2401,2491,2759,2893,2908,2911,3006,3012,3014,3018,3031,3076,3105,3109,3133,3183,3320,3324,3394,3407,3429,3465,3631,3636,3659,3884,3945,4141,4185,4361,4548,5117,5585,511,930,1330,1541,1583,1803,1897,1944,1955,2023,2092,2099,2127,2151,2185,2275,2285,2334,2391,2425,2482,2558,2624,2902,2963,2984,2990,3000,3088,3167,3176,3322,3333,3401,3460,3482,3529,3591,3656,3760,3789,3812,3835,3884,3895,3902,3977,4040,4131,5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Q,972,1288,1383,1873,1969,2078,2082,2508,2701,2744,2892,2937,3069,3223,3237,3256,3306,3330,3392,3394,3487,3804,3815,3944,4055,4069,4087,4127,4185,4296,4617,4668,4755,4771,5220,5239,5337,5463,5620,5848,1740,3240,3361,3559,3867,4427,4439,4572,4858,5166,199,1051,1102,1238,1537,2083,2260,2308,2352,2427,2629,2643,2786,2793,2994,3086,3097,3194,3346,3359,3373,3422,3623,3664,3711,3717,3814,3825,3875,3893,3902,3944,4316,4363,4368,4441,4898,4978,5025,5073,5099,5140,5222,5558,5643,5747,5827,6405,6808,6920,1001,1277,1389,1575,1620,1675,1839,2382,2499,2503,2633,2749,2762,2803,2854,2928,3058,3097,3102,3123,3200,3280,3311,3373,3403,3506,3535,3544,3617,3618,3634,3686,3711,3722,3780,3929,3980,3988,3991,4037,4328,4615,4646,4651,4847,5031,5099,5185,5833,6622,154,368,1414,1445,1925,2032,2317,2336,2624,2655,2665,2670,2835,2911,2929,2968,3020,3041,3088,3205,3286,3314,3344,3351,3369,3458,3492,3533,3619,3684,3778,3782,3906,3969,4042,4299,4478,4496,4660,4705,4729,4789,4796,4856,5187,5253,5388,5553,5604,5714,824,1258,1504,1560,1770,1865,1903,2111,2142,2229,2479,2488,2812,2826,2873,2875,2980,3128,3165,3165,3185,3263,3348,3398,3497,3610,3695,3738,3760,3826,3869,3878,3942,3974,4005,4033,4068,4093,4193,4283,4293,4355,4382,4417,4419,4605,4608,4678,4695,6737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS,DIFF,MAX,AVERAGE,MIN,STDEV,99th PCT,90thPCT,10th PCT,1st PCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24915.69,,,,,,,,,,6591.59,6591.74,6592.67,6594.88,6595.68,6596.1,6596.69,6596.99,6597.51,6597.51,6597.6,6597.61,6597.63,6597.72,6598.05,6598.06,6598.16,6598.16,6598.42,6598.45,6598.48,6598.57,6598.74,6598.86,6598.87,6599.94,6599.91,6599.96,6600.03,6600.03,6600.25,6600.23,6600.48,6600.73,6601.13,6601.22,6601.37,6601.44,6601.45,6602.3,6594.47,6596.53,6596.84,6597.03,6597.72,6597.92,6598.46,6599.51,6600.22,6601.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24750.84,10.116324,6593.176324,6589.910532,6583.06,1.663,6592.81142,6591.877538,6587.935202,6585.068403,6586.26,6587.05,6587.1,6587.25,6587.31,6587.4,6587.53,6587.61,6587.71,6587.94,6587.95,6588.1,6588.12,6588.17,6588.23,6588.3,6588.33,6588.35,6588.49,6588.51,6588.74,6589.01,6589.02,6589.03,6589.06,6589.14,6589.14,6589.12,6589.17,6589.17,6589.21,6589.4,6589.42,6589.49,6589.57,6589.64,6589.68,6589.69,6589.72,6590.19,6583.06,6588,6588.32,6588.94,6589.1,6589.16,6589.31,6589.35,6589.92,6590.32,6583.931876,6586.114138,6586.646938,6586.682124,6586.783945,6586.961283,6587.030676,6588.063862,6588.450538,6588.571614,6588.702221,6588.827407,6588.857407,6588.919462,6588.985862,6589.075862,6589.260069,6589.310676,6589.357545,6589.571145,6589.614883,6589.690538,6589.724276,6589.735724,6589.767779,6589.808621,6589.832359,6589.850069,6589.872359,6590.051986,6590.065117,6590.157407,6590.203669,6590.271986,6590.332359,6590.324648,6590.332359,6590.401752,6590.394041,6590.465724,6590.668483,6590.85811,6590.873531,6590.88811,6591.164372,6591.285586,6591.307034,6591.304745,6591.556841,6591.646372,6585.5428,6587.723102,6587.892022,6588.092022,6588.500404,6588.599053,6588.663649,6588.771213,6588.902027,6589.074729,6589.114729,6589.237431,6589.397702,6589.444729,6589.481484,6589.53716,6589.686893,6589.71392,6589.937711,6590.060684,6590.060684,6590.183116,6590.19744,6590.213658,6590.299604,6590.343929,6590.376631,6590.466902,6590.472849,6590.527173,6590.590418,6590.68312,6590.701769,6590.726093,6590.734742,6590.783662,6590.82096,6590.826636,6590.846636,6590.933124,6590.992853,6591.04664,6591.162587,6591.209884,6591.409618,6591.517996,6591.734756,6591.927733,6592.374764,6592.678284,6587.190276,6588.010166,6588.579006,6588.853802,6589.046874,6589.498974,6589.756466,6589.870212,6589.910212,6589.962908,6590.149538,6590.19598,6590.255792,6590.298002,6590.366654,6590.398864,6590.400212,6590.521748,6590.581748,6590.614444,6590.748676,6590.800886,6590.851748,6590.898864,6590.912422,6590.925306,6590.957516,6590.967516,6591.049052,6591.110588,6591.09703,6591.12703,6591.164146,6591.21482,6591.243472,6591.5225,6591.538268,6591.755086,6591.781528,6591.82355,6591.828644,6591.87576,6591.950666,6592.319208,6592.406324,6592.426998,6592.471904,6592.53681,6592.889882,6593.176324,6584.61261,6586.001041,6587.632454,6587.735092,6588.115264,6588.264966,6588.732203,6588.897949,6589.320336,6589.400336,6589.423569,6589.517102,6589.931403,6589.944637,6590.102,6590.161702,6590.183319,6590.149488,6590.434214,6590.399363,6590.552895,6590.669959,6590.701576,6590.765831,6590.805831,6590.839363,6591.04379,6591.100854,6591.237919,6591.49941,6591.521027,6591.580729,6591.637793,6591.773241,6591.788092,6591.779708,6591.893539,6592.032519,6592.017369,6592.125753,6592.217966,6592.271498,6592.325329,6592.342095,6592.40018,6592.40018,6592.582692,6592.612692,6592.729756,6593.016773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24494.04,8.596947899,6580.049281,6576.856787,6571.452333,1.504,6580.014363,6578.693725,6575.068723,6572.737056,6575.65,6576.45,6576.49,6576.52,6576.66,6576.75,6576.89,6576.94,6577.08,6577.33,6577.34,6577.49,6577.53,6577.56,6577.64,6577.7,6577.7,6577.74,6577.89,6577.93,6578.12,6578.37,6578.4,6578.4,6578.42,6578.5,6578.51,6578.49,6578.53,6578.53,6578.59,6578.77,6578.79,6578.83,6578.96,6579.01,6579.04,6579.06,6579.07,6579.43,6571.69,6577.37,6577.7,6578.29,6578.47,6578.54,6578.71,6578.71,6579.17,6579.64,6571.452333,6572.807304,6573.280232,6573.31758,6573.412276,6573.669624,6573.777855,6575.482494,6575.688074,6575.85719,6576.021886,6576.15835,6576.197466,6576.227466,6576.227466,6576.344813,6576.766249,6576.841829,6576.872713,6577.389728,6577.383264,6577.611771,6577.640887,6577.640887,6577.640887,6577.718235,6577.737351,6577.802931,6577.813815,6578.23525,6578.218787,6578.327018,6578.423482,6578.519062,6578.51083,6578.509946,6578.55641,6578.69199,6578.709338,6578.826686,6579.150497,6579.354034,6579.38315,6579.39315,6579.847237,6580.018397,6580.001049,6580.010165,6580.049281,6580.024585,6572.669562,6573.922302,6574.106067,6574.359832,6574.683597,6574.788958,6574.818958,6575.108084,6575.178807,6575.453294,6575.516336,6575.671698,6575.847782,6575.946185,6576.056908,6576.093866,6576.136908,6576.184589,6576.213715,6576.246908,6576.277631,6576.470673,6576.488354,6576.471396,6576.539076,6576.548354,6576.636757,6576.712118,6576.70748,6576.749799,6576.800522,6576.910522,6576.928203,6576.955883,6576.940522,6576.973564,6576.993564,6577.003564,6577.038925,6577.046606,6577.167329,6577.171094,6577.199648,6577.221967,6577.32269,6577.491094,6577.629497,6577.611094,6577.98022,6578.080942,6573.344772,6574.044966,6574.466055,6574.502359,6574.661697,6574.835821,6574.957338,6575.044069,6575.071462,6575.264497,6575.423834,6575.482745,6575.664262,6575.699476,6575.735779,6575.75469,6575.807297,6575.877297,6575.975117,6576.192276,6576.333366,6576.340759,6576.339669,6576.443793,6576.444883,6576.444883,6576.45749,6576.461186,6576.49749,6576.532703,6576.5064,6576.542703,6576.599007,6576.725738,6576.734648,6576.788345,6576.778345,6576.808345,6576.847255,6576.966166,6576.945076,6576.986166,6577.137683,6577.171379,6577.315503,6577.361807,6577.483324,6577.612234,6577.956786,6578.268303,6573.732582,6574.600456,6575.183011,6575.4428,6575.509183,6575.734503,6575.82812,6575.882589,6575.898972,6575.975355,6576.029823,6576.060886,6576.06344,6576.09344,6576.129823,6576.232589,6576.262589,6576.305355,6576.362589,6576.335144,6576.43344,6576.494292,6576.545144,6576.760464,6576.800464,6576.804081,6576.827698,6576.824933,6576.913018,6576.937487,6576.953018,6577.077487,6577.06387,6577.127487,6577.171104,6577.174721,6577.222807,6577.256425,6577.295362,6577.388128,6577.398979,6577.408128,6577.396213,6577.414299,6577.481745,6577.488979,6577.518128,6577.573448,6577.627065,6578.511112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24361.28,7.341021488,6569.931021,6567.530448,6562.59,1.070,6569.450196,6568.573656,6566.250203,6564.46052,6565.64,6566.3,6566.35,6566.45,6566.46,6566.6,6566.71,6566.8,6566.86,6567.08,6567.09,6567.17,6567.23,6567.31,6567.33,6567.33,6567.32,6567.32,6567.73,6567.75,6567.84,6568.07,6568.06,6568.09,6568.08,6568.16,6568.13,6568.14,6568.17,6568.17,6568.23,6568.29,6568.36,6568.4,6568.45,6568.48,6568.52,6568.54,6568.55,6568.79,6562.59,6567.14,6567.32,6568.02,6568.09,6568.18,6568.27,6568.3,6568.61,6568.96,6563.272889,6564.548357,6565.088514,6565.102732,6565.159763,6565.290855,6565.349292,6566.341628,6566.431314,6566.549751,6566.651,6566.722249,6566.753655,6566.766468,6566.792249,6566.834905,6567.034277,6567.036932,6567.101308,6567.331929,6567.347711,6567.450209,6567.480209,6567.480209,6567.471615,6567.491458,6567.494271,6567.555677,6567.574271,6567.799425,6567.796612,6567.846455,6567.894892,6567.943329,6567.950517,6567.950517,6567.974735,6568.063172,6568.074578,6568.091452,6568.318326,6568.432388,6568.470982,6568.480982,6568.770511,6568.873166,6568.870354,6568.863166,6568.91176,6568.907542,6564.558142,6565.522632,6565.671845,6565.865665,6566.129484,6566.201394,6566.218697,6566.458865,6566.513471,6566.73729,6566.794594,6566.916503,6567.074761,6567.172065,6567.279368,6567.296671,6567.340323,6567.383974,6567.427626,6567.443974,6567.458581,6567.639535,6567.627794,6567.643187,6567.694142,6567.719535,6567.781445,6567.848748,6567.8424,6567.876052,6567.929703,6568.020658,6568.040658,6568.06431,6568.063355,6568.08431,6568.10431,6568.11431,6568.147961,6568.151613,6568.262568,6568.276219,6568.267174,6568.306219,6568.397174,6568.545432,6568.682735,6568.671781,6568.9856,6569.082903,6565.051329,6565.693911,6566.027587,6566.058046,6566.224655,6566.391263,6566.516952,6566.60356,6566.62356,6566.796317,6566.967696,6567.032926,6567.213845,6567.254304,6567.294304,6567.309993,6567.374764,6567.435223,6567.540912,6567.792291,6567.917521,6567.917521,6567.92275,6568.028899,6568.03321,6568.02844,6568.038899,6568.04844,6568.083669,6568.109818,6568.103669,6568.138899,6568.179818,6568.320737,6568.335967,6568.376426,6568.380737,6568.396426,6568.441656,6568.571656,6568.566426,6568.591656,6568.761656,6568.786886,6568.947345,6568.992575,6569.118264,6569.253494,6569.639183,6569.931021,6564.376128,6565.293032,6565.892003,6566.200282,6566.253042,6566.510975,6566.610975,6566.683734,6566.688908,6566.761321,6566.834081,6566.823734,6566.874081,6566.899254,6566.929254,6567.021667,6567.044427,6567.079254,6567.144427,6567.167187,6567.219946,6567.307187,6567.369946,6567.625119,6567.662706,6567.677533,6567.705119,6567.707879,6567.818225,6567.873052,6567.865466,6568.005812,6567.985812,6568.050985,6568.103398,6568.115812,6568.188571,6568.223745,6568.306504,6568.384091,6568.414091,6568.399264,6568.428918,6568.476504,6568.484091,6568.492024,6568.523745,6568.609264,6568.66685,6569.707197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
